State,Crop,Season,Soil_Type,Area,Production,Rainfall,Temperature,Humidity,Nitrogen,Phosphorus,Potassium
West Bengal,Cauliflower,Rabi,Sandy,2900.08,24040.84,88.4,11.29,73.35,127.03,64.74,48.07
Madhya Pradesh,Castor,Rabi,Black,106.44,1234.85,105.97,22.41,62.04,72.56,47.17,51.66
Telangana,Peas,Summer,Alluvial,4817.86,66324.69,283.56,30.33,50.27,120.62,64.1,46.49
Goa,Barley,Whole Year,Clay,1715.6,25229.52,382.56,16.7,71.72,94.18,49.77,56.41
Madhya Pradesh,Barley,Whole Year,Loamy,3381.14,43723.9,296.13,34.89,69.4,57.85,24.5,20.66
Arunachal Pradesh,Coconut,Whole Year,Clay,3739.75,42976.32,263.21,11.74,92.26,142.55,64.96,79.39
Nagaland,Groundnut,Summer,Laterite,3886.87,49679.15,142.24,31.77,70.28,136.49,69.3,32.06
West Bengal,Groundnut,Summer,Alluvial,1732.51,28621.05,462.87,18.72,60.55,135.72,59.54,14.35
Mizoram,Carrot,Kharif,Laterite,3158.3,33440.67,251.45,14.03,92.27,88.86,26.93,45.04
Goa,Ginger,Rabi,Black,2738.83,37815.55,131.14,23.76,66.46,132.32,43.69,72.84
Kerala,Rubber,Kharif,Red,3967.78,51658.9,434.2,17.26,92.44,45.6,76.6,79.64
Tripura,Onion,Summer,Loamy,374.68,4447.39,330.05,39.44,42.36,123.04,73.55,76.06
Karnataka,Pumpkin,Kharif,Black,4835.59,57998.92,226.76,35.63,80.25,60.3,26.24,42.08
Kerala,Sorghum,Kharif,Black,3924.26,60028.09,219.64,26.56,82.31,25.99,66.57,22.45
Tamil Nadu,Millet,Whole Year,Red,1276.57,23598.86,160.61,22.08,88.15,20.06,73.1,20.77
Gujarat,Beetroot,Summer,Laterite,462.7,2529.82,64.68,11.73,58.88,55.82,53.54,79.47
Punjab,Orange,Rabi,Laterite,4237.89,63457.93,456.01,36.32,93.33,23.58,68.79,62.62
Himachal Pradesh,Peas,Whole Year,Clay,3598.61,51766.11,303.5,22.83,51.21,129.16,20.07,40.11
Tamil Nadu,Barley,Rabi,Clay,2103.05,40092.1,401.16,24.29,62.34,46.61,51.38,23.03
West Bengal,Spinach,Kharif,Red,354.35,6515.08,473.35,25.21,56.61,125.41,68.51,33.25
Arunachal Pradesh,Peas,Whole Year,Black,4125.69,75475.68,282.05,23.9,32.95,57.7,75.17,37.43
Tripura,Soybean,Kharif,Alluvial,4865.66,75798.92,151.76,19.13,49.76,49.95,10.1,61.05
West Bengal,Mustard,Rabi,Red,3318.61,42743.93,383.85,35.45,57.47,59.38,32.77,59.88
Meghalaya,Okra,Rabi,Laterite,4924.44,84959.5,389.41,21.8,68.39,105.93,15.49,48.11
Jharkhand,Cashew,Summer,Black,3905.35,49673.72,312.7,38.57,32.76,54.49,52.11,30.76
Goa,Beetroot,Kharif,Loamy,2549.36,28686.96,216.18,37.99,83.79,110.64,60.0,42.32
Andhra Pradesh,Okra,Summer,Black,3647.62,63623.84,437.76,18.22,82.46,45.38,34.17,33.49
Manipur,Muskmelon,Summer,Alluvial,1566.8,27157.58,267.13,25.2,55.17,137.85,11.12,64.75
Assam,Cauliflower,Rabi,Black,3083.4,31182.56,429.48,12.93,66.33,85.14,59.43,47.4
Chhattisgarh,Orange,Whole Year,Sandy,601.28,11239.0,482.68,31.43,91.91,49.47,71.55,66.62
Bihar,Watermelon,Summer,Black,4358.36,57428.54,352.72,33.9,46.28,101.23,50.02,68.3
Mizoram,Mustard,Rabi,Clay,1540.82,21405.07,208.83,28.64,51.71,115.25,38.32,14.78
Uttarakhand,Rubber,Rabi,Black,2169.51,36973.42,358.45,19.97,33.68,68.61,76.11,54.92
Maharashtra,Banana,Summer,Sandy,3009.5,58717.61,495.66,19.76,91.18,138.92,10.8,41.51
Jharkhand,Potato,Rabi,Sandy,2743.45,51995.24,490.53,26.66,42.34,95.68,24.31,46.38
Arunachal Pradesh,Apple,Summer,Black,1444.43,15179.05,345.54,39.06,69.24,30.01,15.29,76.6
Uttarakhand,Brinjal,Rabi,Laterite,2999.23,50874.3,330.64,29.46,47.38,21.96,77.55,27.56
Meghalaya,Soybean,Kharif,Red,1362.77,18958.35,318.95,35.98,91.54,33.77,20.84,76.13
Sikkim,Garlic,Kharif,Red,3863.78,63770.86,331.34,21.21,33.28,101.57,36.99,75.54
Jharkhand,Linseed,Kharif,Clay,3090.07,44551.1,382.73,16.44,73.22,84.75,62.0,32.89
Punjab,Turmeric,Summer,Alluvial,2175.76,25610.38,166.42,23.03,77.02,21.18,51.26,52.93
Punjab,Muskmelon,Whole Year,Loamy,1004.36,16916.22,444.86,32.16,30.89,52.29,25.01,28.96
Meghalaya,Coconut,Whole Year,Red,2300.11,39480.75,379.73,28.2,73.74,30.55,76.6,68.69
Uttarakhand,Sunflower,Whole Year,Sandy,1993.27,27836.29,281.12,17.6,94.2,57.89,63.95,39.92
Goa,Pumpkin,Kharif,Loamy,1351.58,15866.11,215.8,36.86,73.32,122.36,41.8,54.12
Uttar Pradesh,Cauliflower,Whole Year,Black,3250.12,40015.41,471.33,11.92,83.61,58.01,41.07,11.53
Bihar,Ginger,Whole Year,Loamy,290.32,2871.46,270.99,37.81,36.85,119.38,38.68,55.86
Meghalaya,Peas,Kharif,Alluvial,936.38,11156.61,348.9,36.45,82.92,109.07,17.73,30.24
Bihar,Mustard,Whole Year,Red,2579.88,33356.05,291.0,20.71,53.0,127.71,65.25,31.55
Jharkhand,Cabbage,Whole Year,Alluvial,1599.86,18775.38,456.6,12.33,83.88,65.36,46.51,65.61
Tamil Nadu,Potato,Whole Year,Loamy,2314.6,21696.33,236.53,10.4,49.24,79.69,38.78,60.54
Madhya Pradesh,Potato,Summer,Clay,3596.51,49992.56,379.58,25.45,40.49,30.86,11.34,21.6
Jharkhand,Tea,Rabi,Black,3176.85,34311.14,311.96,13.55,43.77,60.43,21.69,27.06
West Bengal,Mango,Whole Year,Red,2788.82,35878.67,237.1,22.87,65.16,110.54,59.15,22.02
Nagaland,Coconut,Summer,Clay,4353.93,75202.22,334.14,25.98,37.5,98.73,18.2,33.6
Gujarat,Sunflower,Kharif,Black,4479.42,57454.68,141.94,25.23,57.25,22.36,65.49,14.83
Assam,Coffee,Kharif,Clay,1117.28,14071.86,371.59,36.45,77.54,110.65,62.68,42.55
Kerala,Brinjal,Summer,Sandy,2557.7,45140.88,419.27,22.14,61.48,21.74,38.68,55.34
Nagaland,Garlic,Rabi,Sandy,2401.51,27614.05,131.78,32.29,85.12,90.93,78.72,41.53
Punjab,Peas,Summer,Black,1612.6,20083.3,149.05,20.52,54.21,28.93,35.87,42.5
Punjab,Groundnut,Rabi,Loamy,3546.74,34833.48,53.76,16.53,73.01,82.92,10.37,66.31
Tripura,Linseed,Whole Year,Alluvial,2922.73,50495.38,401.88,32.55,82.2,87.34,19.82,56.98
Kerala,Peas,Summer,Loamy,3315.79,48330.63,206.13,21.72,40.31,53.57,52.38,40.32
Rajasthan,Ginger,Rabi,Black,1541.45,20988.55,236.74,31.38,55.1,96.51,22.98,51.98
Arunachal Pradesh,Lentil,Rabi,Laterite,3624.48,61493.63,385.59,26.74,68.0,37.37,41.07,41.55
Goa,Okra,Summer,Sandy,3743.68,55179.66,151.27,25.86,83.68,80.2,29.49,55.83
Gujarat,Ginger,Rabi,Loamy,3886.18,66914.06,419.74,23.85,93.91,122.27,64.16,62.35
Chhattisgarh,Ginger,Rabi,Clay,4397.14,56915.69,159.53,26.72,32.53,106.69,32.61,72.85
Uttarakhand,Cauliflower,Summer,Clay,2187.73,35128.07,350.05,12.83,78.62,125.65,59.48,77.71
Meghalaya,Sunflower,Kharif,Red,121.91,1220.71,212.19,33.51,66.8,60.66,55.8,26.24
Goa,Chickpea,Rabi,Black,3533.73,28088.35,189.03,13.98,63.26,20.7,75.69,39.04
Bihar,Peas,Summer,Red,2217.05,31001.26,368.33,21.68,44.88,97.59,74.97,75.04
Tamil Nadu,Guava,Kharif,Loamy,1066.06,14496.2,498.03,39.43,72.22,124.57,60.06,51.52
Nagaland,Orange,Summer,Sandy,1871.88,26459.18,473.76,15.02,62.52,109.81,58.8,55.4
Jharkhand,Ginger,Summer,Alluvial,3183.34,43714.23,319.69,15.38,75.83,79.17,56.74,68.62
Karnataka,Coffee,Whole Year,Sandy,3431.65,65962.59,459.6,29.17,91.98,134.61,50.91,68.37
Arunachal Pradesh,Linseed,Rabi,Black,3705.42,37718.79,92.71,27.82,75.67,28.65,26.16,74.1
Maharashtra,Pumpkin,Summer,Clay,4881.17,82117.05,357.55,21.26,82.0,135.0,18.77,24.04
Chhattisgarh,Cucumber,Kharif,Loamy,3019.17,42552.6,328.55,38.22,80.43,36.63,34.33,40.48
Jharkhand,Lentil,Kharif,Red,2763.87,43017.96,405.23,22.49,40.93,81.74,13.87,75.97
Punjab,Coffee,Kharif,Laterite,4865.65,52255.58,391.68,39.03,58.58,56.19,65.88,32.84
West Bengal,Pulses,Summer,Laterite,1783.05,19450.28,353.3,11.88,43.68,125.17,20.28,33.99
Telangana,Banana,Rabi,Black,4148.28,67567.53,368.0,28.52,40.14,82.2,64.64,31.25
Andhra Pradesh,Chickpea,Summer,Black,4113.68,49390.25,75.64,22.56,59.8,114.25,50.2,56.7
Haryana,Potato,Summer,Black,1576.24,23414.08,292.11,35.2,94.31,135.64,36.0,23.66
Kerala,Watermelon,Rabi,Red,3293.83,32381.99,102.66,33.99,38.01,110.81,39.13,45.97
Haryana,Sunflower,Kharif,Alluvial,4091.1,55236.34,279.57,32.09,63.34,133.05,38.19,77.92
Uttarakhand,Cardamom,Summer,Sandy,4274.97,42195.92,124.39,35.63,61.9,72.85,73.22,52.27
Goa,Millet,Summer,Sandy,723.58,7893.19,218.55,33.93,53.88,31.31,48.97,69.16
Tripura,Brinjal,Summer,Sandy,2605.17,41505.04,284.88,27.67,78.86,101.05,52.02,13.75
Punjab,Sunflower,Kharif,Sandy,1334.2,18595.67,299.45,15.99,49.11,50.82,76.4,76.13
Manipur,Sunflower,Summer,Clay,2336.83,32739.53,392.26,14.63,61.67,75.9,51.78,79.97
Nagaland,Peas,Rabi,Sandy,2383.68,39209.24,353.48,32.89,32.95,104.06,25.87,56.9
Rajasthan,Banana,Whole Year,Laterite,1399.57,18335.15,433.84,37.85,94.77,123.48,62.76,25.09
Manipur,Mustard,Kharif,Clay,566.85,7610.37,323.74,18.43,41.28,69.37,66.1,37.45
Mizoram,Rubber,Whole Year,Black,3390.19,40536.42,304.6,37.87,55.18,28.6,11.34,67.88
Sikkim,Millet,Kharif,Alluvial,1179.78,13930.58,205.29,10.9,92.5,106.82,75.32,28.58
Goa,Guava,Rabi,Sandy,4736.34,82090.85,448.18,32.17,48.04,56.61,77.44,10.72
Mizoram,Brinjal,Whole Year,Loamy,2183.87,33804.15,407.52,18.34,39.25,60.71,69.47,16.23
Kerala,Millet,Whole Year,Black,4643.87,40030.52,77.81,12.77,40.58,97.38,20.53,77.77
Tripura,Coconut,Summer,Black,35.08,280.83,77.04,37.14,72.09,55.5,22.4,30.6
Himachal Pradesh,Watermelon,Rabi,Loamy,2018.01,32676.16,448.06,36.87,89.1,60.8,58.37,29.01
Tripura,Rice,Rabi,Red,1717.12,15131.99,243.48,34.93,37.79,115.54,47.2,30.16
Punjab,Coffee,Rabi,Alluvial,830.38,10690.06,102.46,26.4,88.66,64.71,61.31,56.11
Nagaland,Turmeric,Whole Year,Red,2837.36,34673.27,345.66,36.95,55.97,62.48,10.76,67.86
Madhya Pradesh,Castor,Whole Year,Red,4903.04,44843.49,146.61,12.02,68.67,116.05,12.27,56.11
West Bengal,Watermelon,Whole Year,Loamy,870.89,12228.36,305.59,18.89,90.99,126.44,78.85,28.18
Manipur,Coconut,Summer,Loamy,273.3,4807.93,361.41,23.74,44.72,99.82,27.7,50.43
Sikkim,Cucumber,Kharif,Loamy,4105.27,57800.32,264.81,20.52,53.57,124.74,32.97,24.63
Maharashtra,Muskmelon,Rabi,Red,1113.98,11522.76,221.45,34.25,83.54,70.0,42.14,31.23
Assam,Soybean,Kharif,Sandy,392.08,4730.89,239.34,28.05,90.91,60.53,27.48,55.79
Tripura,Tea,Rabi,Clay,1127.67,17876.7,157.61,25.37,80.28,25.73,58.53,55.38
Punjab,Linseed,Summer,Black,4169.88,81352.19,416.6,28.35,54.27,53.19,17.41,34.84
Maharashtra,Castor,Whole Year,Loamy,1982.34,16995.83,131.8,14.7,83.77,25.45,39.34,21.77
Madhya Pradesh,Rice,Summer,Red,1164.59,15956.56,276.09,31.94,92.28,48.66,72.03,75.4
Tripura,Jute,Summer,Sandy,3764.47,57393.27,289.08,30.32,57.85,115.09,67.71,20.25
Chhattisgarh,Lentil,Rabi,Black,1193.35,13136.38,98.43,33.04,62.53,76.39,27.47,48.32
Goa,Garlic,Whole Year,Red,2801.43,43050.4,422.82,31.39,75.29,62.16,26.37,24.76
Sikkim,Soybean,Summer,Sandy,670.7,6969.53,222.01,28.58,59.54,121.42,79.83,23.38
Uttarakhand,Brinjal,Kharif,Loamy,337.8,5312.35,449.2,22.6,62.3,139.2,64.34,19.14
Telangana,Garlic,Summer,Alluvial,3988.08,57766.99,375.9,30.71,52.14,124.65,13.67,21.17
Karnataka,Groundnut,Kharif,Clay,4741.78,55207.52,187.07,17.94,48.19,56.1,12.52,74.88
Uttarakhand,Groundnut,Whole Year,Alluvial,58.34,834.88,436.08,31.93,91.54,121.61,31.96,27.35
Bihar,Cabbage,Rabi,Black,318.81,5639.6,290.92,26.98,78.84,37.16,45.92,23.61
West Bengal,Mustard,Kharif,Sandy,825.05,10123.66,149.8,19.53,46.86,31.39,16.29,23.53
Chhattisgarh,Lentil,Summer,Sandy,3764.82,46121.94,73.08,24.78,58.74,63.47,37.62,47.1
Odisha,Sunflower,Rabi,Clay,4029.11,52954.56,392.07,14.62,39.7,54.86,35.28,38.59
Bihar,Lentil,Kharif,Red,3488.85,43941.03,137.05,29.25,46.89,135.19,72.7,30.81
Gujarat,Tomato,Rabi,Sandy,4376.84,54825.93,405.73,14.23,65.46,33.73,13.17,55.95
Bihar,Peas,Whole Year,Black,159.81,2525.02,250.04,25.14,37.62,41.98,34.63,63.32
Rajasthan,Chickpea,Summer,Loamy,2343.73,40446.29,328.73,22.34,57.79,62.94,49.5,69.54
Tamil Nadu,Turmeric,Whole Year,Loamy,90.84,1232.7,418.27,11.2,87.84,148.96,30.58,24.72
Jharkhand,Barley,Rabi,Black,4329.16,44625.31,96.28,13.78,93.64,107.6,69.28,32.7
Arunachal Pradesh,Beetroot,Whole Year,Black,2881.04,44627.08,243.08,18.28,79.96,49.42,58.46,26.33
Madhya Pradesh,Brinjal,Rabi,Black,1262.89,17982.46,342.69,16.37,37.93,111.18,17.94,79.78
Kerala,Cauliflower,Kharif,Laterite,148.94,1700.98,330.23,34.2,84.73,82.75,64.42,57.1
Bihar,Mango,Rabi,Red,3170.72,57190.7,412.49,21.94,82.39,96.96,21.61,11.73
Chhattisgarh,Onion,Whole Year,Sandy,4003.03,44927.67,438.35,14.52,85.35,148.89,60.88,64.93
Bihar,Apple,Whole Year,Alluvial,4189.28,61666.73,326.52,27.44,46.49,118.32,15.72,74.7
Gujarat,Chickpea,Rabi,Sandy,3426.28,48766.45,456.22,35.12,38.28,36.42,66.94,74.7
Sikkim,Okra,Whole Year,Black,1598.13,28643.86,452.42,29.35,48.74,58.84,72.38,10.95
Maharashtra,Banana,Whole Year,Clay,4788.58,64830.52,304.59,25.43,35.53,91.35,36.6,52.5
West Bengal,Orange,Kharif,Loamy,2405.44,13735.06,112.11,12.43,83.93,146.98,38.33,16.14
Rajasthan,Okra,Kharif,Alluvial,2450.29,41293.36,436.8,27.77,75.15,67.41,61.7,56.66
Kerala,Mustard,Whole Year,Clay,1291.15,20861.87,411.84,22.78,94.65,32.03,64.62,57.16
Manipur,Muskmelon,Rabi,Red,989.27,9504.89,106.5,38.9,37.02,82.2,50.99,47.9
Punjab,Tomato,Whole Year,Loamy,4877.61,47508.16,263.37,12.0,33.13,58.44,75.28,46.62
Punjab,Cardamom,Kharif,Black,778.06,12853.35,489.66,26.34,38.82,136.17,15.22,73.54
Bihar,Apple,Whole Year,Black,3854.53,34519.0,201.79,38.25,64.43,115.21,74.69,78.26
Punjab,Sugarcane,Summer,Alluvial,3383.76,49304.05,188.26,21.1,65.78,122.7,32.26,50.58
Tripura,Grapes,Kharif,Sandy,2338.97,22740.99,84.53,14.98,33.97,84.91,17.44,17.99
Goa,Cucumber,Summer,Loamy,3085.98,44918.05,255.85,21.91,59.6,73.94,61.13,19.47
Mizoram,Brinjal,Rabi,Black,1319.73,15563.27,286.37,13.34,86.43,58.66,21.38,57.29
Sikkim,Grapes,Whole Year,Alluvial,219.4,2141.57,213.64,12.96,37.57,53.05,30.68,47.1
Karnataka,Orange,Whole Year,Sandy,750.32,4786.55,127.44,36.36,66.29,133.09,36.01,53.01
Meghalaya,Cabbage,Kharif,Laterite,1011.85,11909.62,191.75,33.74,89.53,66.77,31.49,23.66
Andhra Pradesh,Grapes,Summer,Black,894.0,10525.61,374.93,11.21,56.35,87.12,50.65,75.52
Chhattisgarh,Mustard,Rabi,Sandy,120.11,2100.23,492.13,12.58,82.94,56.44,19.25,40.79
Punjab,Cabbage,Kharif,Laterite,282.28,3558.52,319.76,37.07,54.91,48.12,40.98,13.39
Nagaland,Sugarcane,Kharif,Black,4000.92,52853.17,299.61,34.78,71.04,121.97,51.9,38.99
Meghalaya,Chickpea,Rabi,Loamy,3029.4,39206.32,149.22,28.77,67.15,44.03,14.17,52.31
Jharkhand,Cabbage,Rabi,Loamy,3130.4,34220.78,55.55,14.29,78.25,51.74,51.86,36.96
Goa,Sunflower,Kharif,Red,4418.99,49523.59,171.78,15.82,60.84,20.95,11.81,48.73
Himachal Pradesh,Tea,Kharif,Clay,252.99,2011.95,94.1,11.32,42.04,90.37,55.19,13.19
Karnataka,Jute,Rabi,Alluvial,395.17,4302.09,126.45,13.81,38.01,87.41,27.21,35.07
Nagaland,Guava,Summer,Red,3832.2,40422.74,236.16,29.59,67.68,22.89,79.2,12.9
Uttar Pradesh,Millet,Rabi,Loamy,1971.8,21169.44,156.62,12.91,41.64,123.68,57.43,48.29
Manipur,Sunflower,Rabi,Loamy,1756.19,21160.45,402.09,39.78,45.64,133.66,68.14,25.73
Himachal Pradesh,Wheat,Summer,Red,4891.32,53967.31,131.4,33.97,51.72,115.01,39.4,50.49
Mizoram,Castor,Rabi,Red,708.54,11114.72,237.12,26.46,56.18,87.55,79.76,19.47
Meghalaya,Sesame,Whole Year,Clay,673.72,7062.15,121.43,38.48,87.17,137.92,79.41,24.58
Karnataka,Pumpkin,Summer,Sandy,4693.94,48272.59,207.43,17.31,72.63,45.85,32.05,25.72
Telangana,Okra,Whole Year,Red,1780.61,32550.14,401.1,26.92,46.98,110.34,49.72,65.74
Madhya Pradesh,Beetroot,Summer,Laterite,1314.05,21796.36,238.59,27.98,63.39,57.46,10.45,44.74
Tripura,Cardamom,Rabi,Clay,1600.26,12266.88,97.1,13.86,67.3,27.92,12.17,60.01
Assam,Wheat,Whole Year,Alluvial,122.6,2102.31,437.75,27.31,87.89,97.6,66.71,40.08
Meghalaya,Sorghum,Kharif,Black,912.12,12613.38,170.96,15.96,46.05,59.83,48.86,51.16
Meghalaya,Pumpkin,Summer,Loamy,867.43,9524.91,283.13,16.42,48.41,72.04,66.83,10.97
Haryana,Sorghum,Kharif,Alluvial,1474.74,18626.98,169.7,19.98,66.23,111.91,56.38,66.54
Bihar,Cucumber,Kharif,Black,1049.91,12701.37,109.82,29.15,50.78,27.43,19.63,10.07
Chhattisgarh,Cucumber,Kharif,Laterite,2505.29,37614.13,353.7,17.17,79.27,118.8,31.88,38.75
Maharashtra,Grapes,Summer,Clay,3831.63,46409.97,361.25,38.97,55.58,36.99,57.02,61.05
Gujarat,Guava,Rabi,Loamy,2527.24,32189.23,190.49,22.82,71.94,116.88,26.26,38.37
Meghalaya,Mango,Kharif,Laterite,3977.34,42937.14,195.68,32.96,39.31,105.5,54.91,11.79
Mizoram,Apple,Whole Year,Loamy,1344.4,18406.68,415.58,12.47,69.0,83.13,48.21,74.83
Bihar,Apple,Rabi,Black,4725.67,75361.25,357.14,19.95,62.54,103.94,45.74,18.4
Arunachal Pradesh,Guava,Summer,Red,4308.48,34618.24,111.79,38.57,51.37,106.1,62.63,66.84
Uttarakhand,Barley,Kharif,Clay,3528.15,56922.19,383.89,30.33,46.4,133.5,21.82,13.75
Uttarakhand,Wheat,Summer,Sandy,449.88,4441.21,137.54,34.62,73.98,102.69,38.13,50.45
Meghalaya,Cotton,Whole Year,Red,3549.85,23046.93,97.43,35.17,73.62,110.61,35.41,71.55
Telangana,Banana,Rabi,Black,1538.44,17292.55,196.75,12.13,52.74,132.12,26.32,58.66
Arunachal Pradesh,Mango,Whole Year,Clay,704.88,9025.32,54.82,26.33,93.43,67.99,35.0,34.09
Arunachal Pradesh,Onion,Rabi,Loamy,4400.77,77288.78,277.48,25.23,38.99,147.76,27.5,15.14
Punjab,Turmeric,Kharif,Clay,4089.94,69968.58,452.78,35.6,73.78,37.86,29.38,13.22
Bihar,Turmeric,Summer,Black,3734.35,46313.84,190.21,35.37,46.87,20.21,36.35,49.95
Arunachal Pradesh,Sorghum,Summer,Laterite,2569.77,27452.48,176.63,34.67,78.94,115.27,71.33,60.59
Andhra Pradesh,Wheat,Whole Year,Laterite,2566.84,34505.47,206.97,21.24,70.39,113.43,17.74,12.49
Nagaland,Sunflower,Kharif,Clay,3435.7,44807.16,416.78,36.32,80.26,107.31,12.22,47.45
Bihar,Maize,Summer,Black,4934.61,65943.93,389.56,17.46,65.0,148.98,70.03,16.82
Uttarakhand,Okra,Whole Year,Black,1181.42,21597.15,418.49,20.12,83.79,20.08,31.55,26.88
Telangana,Okra,Summer,Red,2146.49,21996.43,77.64,16.72,53.61,77.02,78.42,66.55
Andhra Pradesh,Chickpea,Rabi,Black,1495.27,22644.69,184.13,19.61,40.68,121.81,18.57,54.44
Odisha,Watermelon,Rabi,Red,3806.82,31932.28,69.23,35.94,37.71,42.34,43.36,61.65
Sikkim,Cauliflower,Rabi,Laterite,3849.52,48103.51,470.66,37.28,83.28,135.46,23.95,29.89
Manipur,Coconut,Rabi,Clay,1972.67,26289.32,295.05,14.8,74.93,41.78,31.72,45.23
Punjab,Wheat,Rabi,Loamy,2739.76,35849.22,89.35,21.32,56.88,25.18,29.18,76.9
Kerala,Orange,Rabi,Alluvial,225.07,2835.46,130.59,21.77,91.61,38.36,63.45,17.61
Maharashtra,Peas,Rabi,Red,3142.07,31647.26,136.41,14.38,90.97,139.29,72.12,53.78
Nagaland,Pumpkin,Summer,Alluvial,1680.6,19810.35,191.17,29.07,53.14,39.31,51.75,67.01
Jharkhand,Okra,Rabi,Red,3217.55,45006.93,320.43,30.88,53.56,127.12,24.29,42.83
Nagaland,Rice,Summer,Laterite,2591.29,27653.36,235.9,15.98,56.8,29.4,50.31,69.76
Rajasthan,Cardamom,Kharif,Clay,2732.0,42760.17,143.18,26.32,45.05,130.36,37.81,27.19
Telangana,Sorghum,Whole Year,Alluvial,566.32,8058.87,306.68,27.45,76.46,51.23,41.06,29.77
Madhya Pradesh,Onion,Kharif,Alluvial,4452.28,40852.27,101.71,10.12,62.63,95.81,50.53,13.82
Madhya Pradesh,Coffee,Summer,Loamy,1090.73,14215.89,442.68,12.61,61.68,109.88,28.32,53.7
Andhra Pradesh,Cucumber,Summer,Alluvial,1503.17,21192.1,243.89,19.37,77.13,123.52,68.31,79.0
Bihar,Barley,Rabi,Sandy,2727.53,23304.23,68.48,32.34,58.99,22.6,14.38,37.12
Goa,Jute,Whole Year,Loamy,3749.35,61801.86,295.56,16.12,48.97,117.32,43.78,25.12
Punjab,Sugarcane,Kharif,Black,4786.1,65953.92,242.2,24.25,88.37,88.26,59.51,27.65
West Bengal,Garlic,Whole Year,Black,120.21,1556.74,211.08,20.01,55.2,37.99,61.67,69.99
Maharashtra,Maize,Summer,Laterite,3507.32,63437.39,435.0,22.55,50.11,141.77,46.1,44.81
Rajasthan,Cauliflower,Summer,Red,1706.62,26118.81,441.34,12.64,80.49,130.18,22.73,40.12
Uttar Pradesh,Cotton,Summer,Clay,2681.39,37571.77,335.9,15.89,43.76,25.39,32.54,49.18
Assam,Tea,Summer,Sandy,3484.0,36529.33,136.79,12.78,64.59,126.81,17.1,65.43
Odisha,Wheat,Whole Year,Loamy,3006.91,39656.44,124.81,21.39,70.12,146.08,60.93,74.58
Haryana,Groundnut,Summer,Alluvial,3016.32,53941.28,270.4,25.86,51.74,87.51,23.83,66.36
Haryana,Linseed,Kharif,Black,2186.87,35980.71,346.24,23.13,47.99,92.56,34.29,75.3
Andhra Pradesh,Grapes,Rabi,Sandy,193.2,2940.55,263.65,20.09,89.83,21.56,48.7,61.85
Telangana,Pulses,Whole Year,Clay,2594.87,33740.25,326.38,17.1,61.43,75.79,15.24,17.43
Uttarakhand,Pulses,Rabi,Alluvial,3846.05,50754.12,77.88,27.3,37.75,24.74,13.69,68.39
Gujarat,Cauliflower,Kharif,Clay,1261.94,17623.58,95.25,21.8,70.09,131.9,34.23,55.77
Kerala,Pulses,Summer,Laterite,4966.39,77050.59,440.85,26.94,63.58,57.0,46.2,69.37
Nagaland,Castor,Rabi,Red,1015.3,8857.02,169.34,15.09,36.22,74.49,17.93,22.03
Sikkim,Sunflower,Summer,Clay,1109.39,13000.17,281.89,13.07,78.87,137.81,62.04,47.3
Chhattisgarh,Ginger,Whole Year,Black,62.65,714.29,227.34,35.53,52.48,24.58,62.23,66.14
Karnataka,Pulses,Whole Year,Clay,1365.04,12153.19,192.3,35.35,60.96,107.07,38.17,30.86
Manipur,Garlic,Whole Year,Clay,1871.27,25384.8,144.07,30.87,91.37,149.42,41.52,27.68
Madhya Pradesh,Banana,Summer,Sandy,3847.62,55976.63,241.48,26.96,31.37,24.48,41.21,67.17
Meghalaya,Rubber,Whole Year,Alluvial,2696.43,48051.84,460.95,21.64,83.92,37.38,75.48,62.6
Maharashtra,Groundnut,Rabi,Sandy,1385.08,18294.88,199.48,31.02,79.75,140.82,24.34,65.86
Goa,Coffee,Kharif,Clay,1942.24,27445.43,177.24,19.13,93.89,103.56,60.24,78.36
Assam,Sorghum,Kharif,Clay,911.48,13701.77,476.46,16.56,51.2,118.3,37.56,52.57
Madhya Pradesh,Carrot,Summer,Laterite,1149.37,12554.76,76.31,19.0,60.83,41.84,34.84,38.0
Jharkhand,Cabbage,Rabi,Alluvial,1701.33,20581.67,408.05,12.32,48.35,96.09,27.95,75.38
Haryana,Chickpea,Summer,Loamy,3754.15,52554.13,189.82,25.43,85.69,80.69,35.18,47.53
Meghalaya,Lentil,Whole Year,Sandy,4833.86,72761.24,363.72,12.5,86.09,82.47,14.81,48.48
Telangana,Sugarcane,Summer,Laterite,1027.93,19896.3,421.91,26.73,33.55,146.34,45.88,30.36
Madhya Pradesh,Onion,Rabi,Sandy,2570.82,30214.08,371.92,39.2,43.09,21.24,15.27,36.31
Arunachal Pradesh,Cotton,Summer,Black,2289.09,18319.29,198.15,11.57,59.27,53.12,34.63,59.39
Mizoram,Cabbage,Rabi,Clay,3831.68,30428.19,85.65,11.41,31.26,44.54,39.01,75.51
Karnataka,Tomato,Whole Year,Black,62.46,925.61,392.85,36.8,58.13,89.62,43.39,37.24
Meghalaya,Spinach,Summer,Laterite,2269.6,15379.35,175.41,38.77,39.28,95.38,29.78,29.53
Andhra Pradesh,Wheat,Kharif,Red,4104.75,71848.21,226.52,23.43,77.45,66.51,14.47,15.2
Goa,Sunflower,Kharif,Loamy,3972.97,45139.61,331.35,38.13,74.18,94.12,52.71,75.97
